CodeID,CPTCode,Description
360,27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)"
361,25332,"Arthroplasty, wrist, with or without interposition, with or without external or internal fixation"
362,29888,Arthroscopically aided anterior cruciate ligament repair/augmentation or reconstruction
363,29879,"Arthroscopy, knee, surgical; abrasion arthroplasty (includes chondroplasty where necessary) or multiple drilling or microfracture"
364,29875,"Arthroscopy, knee, surgical; synovectomy, limited (eg, plica or shelf resection) (separate procedure)"
365,29873,"Arthroscopy, knee, surgical; with lateral release"
366,29880,"Arthroscopy, knee, surgical; with meniscectomy (medial AND lateral, including any meniscal shaving) including debridement/shaving of articular cartilage (chondroplasty), same or separate compartment(s), when performed"
367,29881,"Arthroscopy, knee, surgical; with meniscectomy (medial OR lateral, including any meniscal shaving) including debridement/shaving of articular cartilage (chondroplasty), same or separate compartment(s), when performed"
368,29882,"Arthroscopy, knee, surgical; with meniscus repair (medial OR lateral)"
369,29828,"Arthroscopy, shoulder, surgical; biceps tenodesis"
370,29806,"Arthroscopy, shoulder, surgical; capsulorrhaphy"
371,29823,"Arthroscopy, shoulder, surgical; debridement, extensive, 3 or more discrete structures (eg, humeral bone, humeral articular cartilage, glenoid bone, glenoid articular cartilage, biceps tendon, biceps anchor complex, labrum, articular capsule, articular side of the rotator cuff, bursal side of the rotator cuff, subacromial bursa, foreign body[ies])"
372,29822,"Arthroscopy, shoulder, surgical; debridement, limited, 1 or 2 discrete structures (eg, humeral bone, humeral articular cartilage, glenoid bone, glenoid articular cartilage, biceps tendon, biceps anchor complex, labrum, articular capsule, articular side of the rotator cuff, bursal side of the rotator cuff, subacromial bursa, foreign body[ies])"
373,29826,"Arthroscopy, shoulder, surgical; decompression of subacromial space with partial acromioplasty, with coracoacromial ligament (ie, arch) release, when performed (List separately in addition to code for primary procedure)"
374,29824,"Arthroscopy, shoulder, surgical; distal claviculectomy including distal articular surface (Mumford procedure)"
375,29807,"Arthroscopy, shoulder, surgical; repair of SLAP lesion"
376,29825,"Arthroscopy, shoulder, surgical; with lysis and resection of adhesions, with or without manipulation"
377,29827,"Arthroscopy, shoulder, surgical; with rotator cuff repair"
378,27310,"Arthrotomy, knee, with exploration, drainage, or removal of foreign body (eg, infection)"
379,27052,"Arthrotomy, with biopsy; hip joint"
380,26070,"Arthrotomy, with exploration, drainage, or removal of loose or foreign body; carpometacarpal joint"
381,26080,"Arthrotomy, with exploration, drainage, or removal of loose or foreign body; interphalangeal joint, each"
382,82180,"Ascorbic acid (Vitamin C), blood"
383,81412,"Ashkenazi Jewish associated disorders (eg, Bloom syndrome, Canavan disease, cystic fibrosis, familial dysautonomia, Fanconi anemia group C, Gaucher disease, Tay-Sachs disease), genomic sequence analysis panel, must include sequencing of at least 9 genes, including ASPA, BLM, CFTR, FANCC, GBA, HEXA, IKBKAP, MCOLN1, and SMPD1"
384,20615,Aspiration and injection for treatment of bone cyst
385,20612,Aspiration and/or injection of ganglion cyst(s) any location
386,50390,"Aspiration and/or injection of renal cyst or pelvis by needle, percutaneous"
387,60300,"Aspiration and/or injection, thyroid cyst"
388,51100,Aspiration of bladder; by needle
389,51101,Aspiration of bladder; by trocar or intracatheter
390,51102,Aspiration of bladder; with insertion of suprapubic catheter
391,96105,"Assessment of aphasia (includes assessment of expressive and receptive speech and language function, language comprehension, speech production ability, reading, spelling, writing, eg, by Boston Diagnostic Aphasia Examination) with interpretation and report, per hour"
392,97755,"Assistive technology assessment (eg, to restore, augment or compensate for existing function, optimize functional tasks and/or maximize environmental accessibility), direct one-on-one contact, with written report, each 15 minutes"
393,97171,"Athletic training evaluation, high complexity, requiring these components: A medical history and physical activity profile, with 3 or more comorbidities that affect physical activity; A comprehensive examination of body systems using standardized tests and measures addressing a total of 4 or more elements from any of the following: body structures, physical activity, and/or participation deficiencies; Clinical presentation with unstable and unpredictable characteristics; and Clinical decisi"
394,97169,"Athletic training evaluation, low complexity, requiring these components: A history and physical activity profile with no comorbidities that affect physical activity; An examination of affected body area and other symptomatic or related systems addressing 1-2 elements from any of the following: body structures, physical activity, and/or participation deficiencies; and Clinical decision making of low complexity using standardized patient assessment instrument and/or measurable assessment of "
395,97170,"Athletic training evaluation, moderate complexity, requiring these components: A medical history and physical activity profile with 1-2 comorbidities that affect physical activity; An examination of affected body area and other symptomatic or related systems addressing a total of 3 or more elements from any of the following: body structures, physical activity, and/or participation deficiencies; and Clinical decision making of moderate complexity using standardized patient assessment instrum"
396,82190,"Atomic absorption spectroscopy, each analyte"
397,92652,"Auditory evoked potentials; for threshold estimation at multiple frequencies, with interpretation and report"
398,92653,"Auditory evoked potentials; neurodiagnostic, with interpretation and report"
399,L8691,"Auditory osseointegrated device, external sound processor, excludes transducer/actuator, replacement only, each"
400,L8690,"Auditory osseointegrated device, includes all internal and external components"
401,21125,"Augmentation, mandibular body or angle; prosthetic material"
402,20936,"Autograft for spine surgery only (includes harvesting the graft); local (eg, ribs, spinous process, or laminar fragments) obtained from same incision (List separately in addition to code for primary procedure)"
403,81490,"Autoimmune (rheumatoid arthritis), analysis of 12 biomarkers using immunoassays, utilizing serum, prognostic algorithm reported as a disease activity score"
404,86890,"Autologous blood or component, collection processing and storage; predeposited"
405,G0460,"Autologous platelet rich plasma or other blood-derived product for non-diabetic chronic wounds/ulcers, including as applicable phlebotomy, centrifugation or mixing, and all other preparatory procedures, administration and dressings, per treatment"
406,11732,"Avulsion of nail plate, partial or complete, simple; each additional nail plate (List separately in addition to code for primary procedure)"
407,11730,"Avulsion of nail plate, partial or complete, simple; single"
408,86355,"B cells, total count"
409,81205,"BCKDHB (branched-chain keto acid dehydrogenase E1, beta polypeptide) (eg, maple syrup urine disease) gene analysis, common variants (eg, R183P, G278S, E422X)"
410,81206,"BCR/ABL1 (t(9;22)) (eg, chronic myelogenous leukemia) translocation analysis; major breakpoint, qualitative or quantitative"
411,81207,"BCR/ABL1 (t(9;22)) (eg, chronic myelogenous leukemia) translocation analysis; minor breakpoint, qualitative or quantitative"
412,81208,"BCR/ABL1 (t(9;22)) (eg, chronic myelogenous leukemia) translocation analysis; other breakpoint, qualitative or quantitative"
413,81209,"BLM (Bloom syndrome, RecQ helicase-like) (eg, Bloom syndrome) gene analysis, 2281del6ins7 variant"
414,81210,"BRAF (B-Raf proto-oncogene, serine/threonine kinase) (eg, colon cancer, melanoma), gene analysis, V600 variant(s)"
415,81215,"BRCA1 (BRCA1, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; known familial variant"
416,81212,"BRCA1 (BRCA1, DNA repair associated), BRCA2 (BRCA2, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; 185delAG, 5385insC, 6174delT variants"
417,81164,"BRCA1 (BRCA1, DNA repair associated), BRCA2 (BRCA2, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full duplication/deletion analysis (ie, detection of large gene rearrangements)"
418,81163,"BRCA1 (BRCA1, DNA repair associated), BRCA2 (BRCA2, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full sequence analysis"
419,81162,"BRCA1 (BRCA1, DNA repair associated), BRCA2 (BRCA2, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full sequence analysis and full duplication/deletion analysis (ie, detection of large gene rearrangements)"
420,81233,"BTK (Bruton's tyrosine kinase) (eg, chronic lymphocytic leukemia) gene analysis, common variants (eg, C481S, C481R, C481F)"
421,61630,"Balloon angioplasty, intracranial (eg, atherosclerotic stenosis), percutaneous"
422,61642,"Balloon dilatation of intracranial vasospasm, percutaneous; each additional vessel in different vascular territory (List separately in addition to code for primary procedure)"
423,61641,"Balloon dilatation of intracranial vasospasm, percutaneous; each additional vessel in same vascular territory (List separately in addition to code for primary procedure)"
424,61640,"Balloon dilatation of intracranial vasospasm, percutaneous; initial vessel"
425,47542,"Balloon dilation of biliary duct(s) or of ampulla (sphincteroplasty), percutaneous, including imaging guidance (eg, fluoroscopy), and all associated radiological supervision and interpretation, each duct (List separately in addition to code for primary procedure)"
426,50706,"Balloon dilation, ureteral stricture, including imaging guidance (eg, ultrasound and/or fluoroscopy) and all associated radiological supervision and interpretation (List separately in addition to code for primary procedure)"
427,80345,Barbiturates
428,80047,"Basic metabolic panel (Calcium, ionized) This panel must include the following: Calcium, ionized (82330) Carbon dioxide (bicarbonate) (82374) Chloride (82435) Creatinine (82565) Glucose (82947) Potassium (84132) Sodium (84295) Urea Nitrogen (BUN) (84520)"
429,80048,"Basic metabolic panel (Calcium, total) This panel must include the following: Calcium, total (82310) Carbon dioxide (bicarbonate) (82374) Chloride (82435) Creatinine (82565) Glucose (82947) Potassium (84132) Sodium (84295) Urea nitrogen (BUN) (84520)"
430,77300,"Basic radiation dosimetry calculation, central axis depth dose calculation, TDF, NSD, gap calculation, off axis factor, tissue inhomogeneity factors, calculation of non-ionizing radiation surface and depth dose, as required during course of treatment, only when prescribed by the treating physician"
431,92540,"Basic vestibular evaluation, includes spontaneous nystagmus test with eccentric gaze fixation nystagmus, with recording, positional nystagmus test, minimum of 4 positions, with recording, optokinetic nystagmus test, bidirectional foveal and peripheral stimulation, with recording, and oscillating tracking test, with recording"
